,accuracy,length,loss,epoch
0,0.0859375,8,2.3113865852355957,0
1,0.1015625,8,2.303938865661621,10
2,0.046875,8,2.3138797283172607,20
3,0.1328125,8,2.3087735176086426,30
4,0.125,8,2.2875640392303467,40
5,0.1875,8,2.138087272644043,50
6,0.2734375,8,1.9700030088424683,60
7,0.21875,8,1.876646876335144,70
8,0.203125,8,1.8200098276138306,80
9,0.265625,8,1.6386767625808716,90
10,0.265625,8,1.6777030229568481,100
11,0.2734375,8,1.5400304794311523,110
12,0.28125,8,1.4613592624664307,120
13,0.1875,8,1.6112569570541382,130
14,0.2734375,8,1.4642009735107422,140
15,0.28125,8,1.4295713901519775,150
16,0.2421875,8,1.4902011156082153,160
17,0.3046875,8,1.4381848573684692,170
18,0.2890625,8,1.5059702396392822,180
19,0.3046875,8,1.4142192602157593,190
20,0.296875,8,1.2860512733459473,200
21,0.3515625,8,1.1906790733337402,210
22,0.3515625,8,1.1881294250488281,220
23,0.3125,8,1.2003592252731323,230
24,0.34375,8,1.0861750841140747,240
25,0.3203125,8,1.1081998348236084,250
26,0.3515625,8,1.056664228439331,260
27,0.40625,8,0.9681792259216309,270
28,0.5,8,0.9253295660018921,280
29,0.4765625,8,0.914705753326416,290
30,0.5390625,8,0.8598846197128296,300
31,0.4921875,8,0.8464086651802063,310
32,0.578125,8,0.8130272626876831,320
33,0.734375,8,0.7374095916748047,330
34,0.6875,8,0.6860513091087341,340
35,0.7890625,8,0.653477132320404,350
36,0.765625,8,0.6648160219192505,360
37,0.8515625,8,0.6404340267181396,370
38,0.8828125,8,0.6345609426498413,380
39,0.859375,8,0.539141058921814,390
40,0.921875,8,0.5541634559631348,400
41,0.96875,8,0.46923118829727173,410
42,0.890625,8,0.49623456597328186,420
43,0.953125,8,0.41129249334335327,430
44,0.953125,8,0.3719497621059418,440
45,0.84375,8,0.49236011505126953,450
46,0.9765625,8,0.34567734599113464,460
47,0.984375,8,0.3032493591308594,470
48,0.9296875,8,0.2813449501991272,480
49,1.0,8,0.2534618675708771,490
50,0.9765625,8,0.2886917293071747,500
51,0.9375,8,0.2698819041252136,510
52,1.0,8,0.20727911591529846,520
53,0.8125,8,0.3975098431110382,530
54,0.9765625,8,0.263993501663208,540
55,0.9765625,8,0.27460581064224243,550
56,1.0,8,0.2294464260339737,560
57,0.84375,8,0.37696748971939087,570
58,0.953125,8,0.25665950775146484,580
59,0.96875,8,0.20425522327423096,590
60,1.0,8,0.18535922467708588,600
61,1.0,8,0.16398006677627563,610
62,0.953125,8,0.2338874787092209,620
63,0.9921875,8,0.21184958517551422,630
64,0.9921875,8,0.20194561779499054,640
65,0.9921875,8,0.14704734086990356,650
66,0.9921875,8,0.13859643042087555,660
67,0.984375,8,0.1374257355928421,670
68,0.8125,8,0.3860350549221039,680
69,0.953125,8,0.25023216009140015,690
70,1.0,8,0.1655937135219574,700
71,1.0,8,0.11167371273040771,710
72,0.71875,8,0.509194016456604,720
73,0.859375,8,0.27513957023620605,730
74,0.9609375,8,0.2112029492855072,740
75,1.0,8,0.16573894023895264,750
76,1.0,8,0.15565915405750275,760
